rxcui,name,tty
2393778,".beta.-pinene, (+)-",PIN
2396437,".beta.-pinene, (-)-",PIN
1546351,"1,2-dimyristoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) (sodium salt)",PIN
1599274,"1,2-dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol), sodium salt",PIN
1926947,"1,2-dipalmitoylphosphatidylcholine, DL-",PIN
1798701,"1-octadecanaminium, N,N-dimethyl-N-(3-(trihydroxysilyl)propyl) chloride",PIN
1440970,"1-palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)), sodium salt",PIN
1368622,10-hydroxycapric acid,PIN
1368628,12-hydroxystearic acid,PIN
90719,169 ytterbium,PIN
1737335,"2,4-diamino-5-methylphenoxyethanol hydrochloride",PIN
1740234,"2,4-diaminophenoxyethanol hydrochloride",PIN
2394500,"2,4-diaminophenoxyethanol sulfate",PIN
1371448,"2,4-dichlorophenoxyacetic acid, sodium salt",PIN
1482534,"2,5-diaminotoluene sulfate",PIN
2385888,2-(phosphonooxy)- 2-propenoic acid,PIN
1922902,"2-bromobutane, (S)-",PIN
1373215,2-butanoyloxybenzoic acid,PIN
1486027,2-hydroxydecanoic acid,PIN
1804258,2-methyl-4-isothiazolin-3-one hydrochloride,PIN
1947505,2-phenylpropanal propylene glycol acetal,PIN
2604560,"2-tert-butylcyclohexyl acetate, cis-",PIN
1423458,"24-homo-1,25-dihydroxyvitamin D3",PIN
1307551,3-hydroxy-4-methoxybenzenesulfonic acid,PIN
1373720,3-O-ethylascorbic acid,PIN
1741053,3-O-methyldopamine hydrochloride,PIN
2463935,4-desoxypyridoxine hydrochloride,PIN
236930,4-dimethylaminophenol hydrochloride,PIN
1546380,4-hydroxybutyric acid,PIN
1546447,4-phenylbutyric acid,PIN
1435517,7-behenoylstearic acid,PIN
1546434,82 rubidium,PIN
90611,82 strontium,PIN
90613,85 strontium,PIN
90574,99 molybdenum,PIN
221052,abacavir sulfate,PIN
1311599,abetimus sodium,PIN
1100071,abiraterone acetate,PIN
860168,abobotulinumtoxinA,PIN
1661016,ABT-925 anhydrous free base,PIN
152761,acamprosate calcium,PIN
142130,acebutolol hydrochloride,PIN
2721767,aceclidine hydrochloride,PIN
1426378,aceglutamide aluminum,PIN
2700340,acellular tissue engineered vessel-tyod,PIN
2613558,aceneuramic acid,PIN
1114057,acepromazine maleate,PIN
1310545,acesulfame potassium,PIN
1483777,acetamidopropyl trimonium chloride,PIN
91406,acetazolamide sodium,PIN
236301,acetiamine hydrochloride,PIN
2550706,acetic acid C-11,PIN
1364858,acetone sodium bisulfite,PIN
91127,acetophenazine maleate,PIN
268907,acetoxolone aluminum,PIN
1872378,acetyl aspartic acid,PIN
40595,acetyl sulfisoxazole,PIN
1859171,acetylated glycol stearate,PIN
476316,acetylcarnitine hydrochloride,PIN
1593400,"acetylcarnitine hydrochloride, DL-",PIN
1310540,"acetylcarnitine, DL-",PIN
20814,acetylcholine chloride,PIN
1591923,acetylcysteine amide,PIN
1809634,acetylcysteine magnesium,PIN
237163,acetylcysteine sodium,PIN
1490795,acetylcysteine zinc,PIN
314293,acetylsalicylate sodium,PIN
1303097,aclidinium bromide,PIN
1721298,aconitic acid,PIN
2698313,acoramidis hydrochloride,PIN
1664337,acriflavine hydrochloride,PIN
1368626,acrylic acid,PIN
1429914,acrylic acid-sodium acrylate copolymer (1:1; 600 MPA.S at 0.2%),PIN
81944,acyclovir sodium,PIN
2640849,adalimumab-aacf,PIN
2639649,adalimumab-aaty,PIN
2641642,adalimumab-adaz,PIN
2103477,adalimumab-adbm,PIN
2619155,adalimumab-afzb,PIN
2640387,adalimumab-aqvh,PIN
2103479,adalimumab-atto,PIN
2612153,adalimumab-bwwd,PIN
2640402,adalimumab-fkjp,PIN
2677776,adalimumab-ryvk,PIN
2670286,"ADAMTS13, recombinant-krhn",PIN
141400,adefovir dipivoxil,PIN
309,adenosine monophosphate,PIN
1306123,adenosine phosphate disodium,PIN
1306127,adenosine triphosphate disodium,PIN
2109241,adipate ion,PIN
235433,adiphenine hydrochloride,PIN
1371041,ado-trastuzumab emtansine,PIN
236364,adrenalone hydrochloride,PIN
2557218,aducanumab-avwa,PIN
2278002,afamelanotide acetate,PIN
1430441,afatinib dimaleate,PIN
2696256,aflibercept-ayyh,PIN
2725885,aflibercept-boav,PIN
2706479,aflibercept-mrbb,PIN
2715399,aflibercept-yszy,PIN
2665621,agatolimod sodium,PIN
1546161,"alanine, DL-",PIN
2641624,alarelin acetate,PIN
221054,alatrofloxacin mesylate,PIN
2054166,albumin human-kjda,PIN
314302,"albumin,microsphere human serum",PIN
142153,albuterol sulfate,PIN
1743992,albutrepenonacog alfa,PIN
17268,alclometasone dipropionate,PIN
1368126,"alcohol, x-ray exposed (1000 rad)",PIN
66852,alcuronium chloride,PIN
1727454,alectinib hydrochloride,PIN
203152,alendronate sodium,PIN
236083,alendronic acid,PIN
236340,alexitol sodium,PIN
203203,alfentanil hydrochloride,PIN
46043,alfuzosin hydrochloride,PIN
732498,aliskiren hemifumarate,PIN
1862870,allantoin glycyrrhetinic acid,PIN
1739978,"allantoin, (+)-",PIN
314365,"allergenic extract, false ragweed pollen",PIN
314428,"allergenic extract, pigweed, spiny, pollen",PIN
2369353,allo-2-hydroxycitric acid,PIN
2626470,allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat,PIN
2626459,allogeneic processed thymus tissue-agdc,PIN
80566,allopurinol sodium,PIN
1944248,almasilate anhydrous,PIN
529,almitrine dimesylate,PIN
283792,almotriptan malate,PIN
1368000,alogliptin benzoate,PIN
85247,alosetron hydrochloride,PIN
991743,"alpha 1-proteinase inhibitor, human",PIN
1858362,"alpha,alpha-dibromo-d-camphor",PIN
2464936,"alpha-aminobutyric acid, L-",PIN
1306126,"alpha-bisabolol, (+-)-",PIN
1876507,"alpha-glycerophosphorylethanolamine monohydrate, (R)-",PIN
2374917,alpha-methylbenzyl acetate,PIN
2398338,"alpha-terpineol, (+)-",PIN
1046243,alpha-tocopherol acetate,PIN
2598017,"alpha-tocopherol calcium succinate, DL-",PIN
1427235,"alpha-tocopherol linoleate, D-",PIN
39626,alpha-tocopherol succinate,PIN
1426447,"alpha-tocopherol succinate, D-",PIN
2370134,"alpha-tocopherol succinate, DL-",PIN
2378842,"alpha-tocopherol, L-",PIN
1995481,alpha-tocopheryloxyacetic acid,PIN
7433,alphaprodine hydrochloride,PIN
81947,alprenolol hydrochloride,PIN
2101716,"alum, ammonium anhydrous",PIN
1363564,"alum, potassium anhydrous",PIN
1608145,aluminum chloride anhydrous,PIN
17611,aluminum chloride hexahydrate,PIN
2102410,aluminum chlorohydrate anhydrous,PIN
17612,aluminum flufenamate,PIN
613,aluminum hydroxide gel,PIN
1806902,aluminum hydroxide sulfate (Al(OH)(SO4)),PIN
81948,"aluminum hydroxide, dried (USP)",PIN
1427203,aluminum sodium silicate,PIN
1593147,aluminum sulfate anhydrous,PIN
2178309,aluminum sulfate octadecahydrate,PIN
71767,alverine citrate,PIN
1516803,alvimopan anhydrous,PIN
282415,amantadine hydrochloride,PIN
621,amantadine sulfate,PIN
624,ambenonium chloride,PIN
236595,ambroxol acefyllinate,PIN
438399,ambroxol hydrochloride,PIN
2106337,amifampridine phosphate,PIN
1545987,amifostine anhydrous,PIN
2059180,amikacin liposomal,PIN
643,amikacin sulfate,PIN
2059179,"amikacin sulfate, liposomal",PIN
142424,amiloride hydrochloride,PIN
1298837,"amiloride hydrochloride, anhydrous",PIN
81949,aminacrine hydrochloride,PIN
70582,aminobutyric acid,PIN
203194,aminohippurate sodium,PIN
261715,aminolevulinic acid hydrochloride,PIN
1006396,"aminopentamide, sulfate",PIN
1298965,aminophylline dihydrate,PIN
388049,aminophylline hydrate,PIN
1440263,aminopterin sodium,PIN
89753,aminosalicylic sodium,PIN
203114,amiodarone hydrochloride,PIN
203168,amitriptyline hydrochloride,PIN
236734,amitriptyline oxide,PIN
235737,amitriptyline pamoate,PIN
2729288,amivantamab-lpuj,PIN
2549198,amivantamab-vmjw,PIN
2184116,amlodipine benzoate,PIN
104416,amlodipine besylate,PIN
1305558,ammonia N-13,PIN
317201,"ammonia spirit, aromatic",PIN
1926208,ammonium alginate,PIN
1426647,ammonium cocoyl isethionate,PIN
2640215,ammonium glycyrrhizinate trihydrate,PIN
215247,ammonium lactate,PIN
1442516,ammonium laurate,PIN
17789,ammonium molybdate,PIN
2584966,ammonium nonoxynol-9 sulfate,PIN
1427061,"ammonium phosphate, dibasic",PIN
314493,"ammonium phosphate,monobasic",PIN
1859364,ammonium picrate,PIN
2105930,ammonium polyacryloyldimethyl taurate (55000 MPA.S),PIN
2109607,ammonium thiocyanate,PIN
1482632,ammonium thioglycolate,PIN
1314242,amobarbital sodium,PIN
314495,amodiaquine hydrochloride,PIN
293865,amorolfine hydrochloride,PIN
2667255,amosulalol hydrochloride,PIN
1297882,amoxicillin anhydrous,PIN
267360,amoxicillin sodium,PIN
133008,amoxicillin trihydrate,PIN
221057,amphetamine aspartate,PIN
405812,amphetamine aspartate monohydrate,PIN
540810,amphetamine saccharate,PIN
81952,amphetamine sulfate,PIN
101299,amphotericin B colloidal dispersion,PIN
2001759,amphotericin B lipid complex,PIN
236594,amphotericin B liposomal,PIN
221058,ampicillin (anhydrous),PIN
81953,ampicillin sodium,PIN
203115,ampicillin trihydrate,PIN
1546165,amprolium ion,PIN
235793,amylocaine hydrochloride,PIN
2590757,"amylopectin, corn",PIN
2626722,anacaulase-bcdb,PIN
236612,anagrelide hydrochloride,PIN
2204740,"angiotensin II acetate, human",PIN
214236,anhydrous calcium iodide,PIN
349730,anhydrous dextrose,PIN
1307662,anhydrous lactose,PIN
1363703,anhydrous lanolin,PIN
1305544,anhydrous liquid lanolin,PIN
235991,anhydrous tacrolimus,PIN
1299637,anhydrous zinc acetate,PIN
2565276,anifrolumab-fnia,PIN
235413,anileridine hydrochloride,PIN
2472151,ansuvimab-zykl,PIN
81954,antazoline hydrochloride,PIN
866,antazoline phosphate,PIN
2680384,antazoline sulfate,PIN
1722335,"anthrax immune globulin, human",PIN
1741397,antihemophilic factor (recombinant) pegylated,PIN
2275722,antihemophilic factor (recombinant) pegylated-exei,PIN
2631083,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",PIN
2055654,"antihemophilic factor (recombinant), PEGylated-aucl",PIN
203083,"antihemophilic factor, human",PIN
1300486,"antihemophilic factor, human recombinant",PIN
1300485,"antihemophilic factor, human recombinant residues 743-1636 deleted",PIN
221060,"antihemophilic factor, porcine",PIN
1592899,"antihemophilic factor, porcine B-domain truncated recombinant",PIN
1427179,antithrombin alfa,PIN
221062,"antithrombin III, human",PIN
71225,apomorphine hydrochloride,PIN
91350,apraclonidine hydrochloride,PIN
236158,aprindine hydrochloride,PIN
1716331,arachidic acid,PIN
1368624,arachidonic acid,PIN
237044,arbekacin sulfate,PIN
236829,arbutamine hydrochloride,PIN
87865,ardeparin sodium,PIN
668284,arformoterol tartrate,PIN
1546207,argatroban anhydrous,PIN
1010241,arginine aminobenzoate,PIN
18254,arginine aspartate,PIN
89918,arginine hydrochloride,PIN
1742746,"arginine, D-",PIN
1729154,"arginine, DL-",PIN
2694282,arimoclomol citrate,PIN
1375923,arsenic acid,PIN
2117,articaine hydrochloride,PIN
2584303,asciminib hydrochloride,PIN
1370459,ascorbic acid 2-sulfate,PIN
860647,asenapine maleate,PIN
1431738,asparaginase Erwinia chrysanthemi,PIN
2561249,asparaginase Erwinia chrysanthemi (recombinant)-rywn,PIN
1666924,asparagine monohydrate,PIN
1371304,aspartame acesulfame,PIN
1167,aspartate magnesium hydrochloride,PIN
358299,atazanavir sulfate,PIN
2693883,atezolizumab-tqjs,PIN
390043,atipamezole hydrochloride,PIN
2461430,atoltivimab-ebgn,PIN
353103,atomoxetine hydrochloride,PIN
83366,atorvastatin calcium,PIN
2569977,atorvastatin calcium anhydrous,PIN
1483793,atorvastatin calcium propylene glycol solvate,PIN
1297766,atorvastatin calcium trihydrate,PIN
2680385,atosiban acetate,PIN
1219,atracurium besylate,PIN
2710448,atrasentan hydrochloride,PIN
153971,atropine sulfate,PIN
2645107,avacincaptad pegol sodium,PIN
2565813,avalglucosidase alfa-ngpt,PIN
2045727,avatrombopag maleate,PIN
1603833,avibactam sodium,PIN
2714514,avutometinib potassium,PIN
2691528,axatilimab-csfr,PIN
58275,azatadine maleate,PIN
267476,azathioprine sodium,PIN
18602,azelaic acid,PIN
235824,azelastine hydrochloride,PIN
236787,azidocillin sodium,PIN
1294597,azilsartan kamedoxomil,PIN
1091642,azilsartan medoxomil,PIN
1299904,azithromycin anhydrous,PIN
253155,azithromycin dihydrate,PIN
1298839,azithromycin monohydrate,PIN
2679612,azithromycin sodium dihydrogen phosphate,PIN
203836,azlocillin sodium,PIN
327584,bacampicillin hydrochloride,PIN
1986366,bacitracin A,PIN
2286577,bacitracin A methylenedisalicylate,PIN
11417,bacitracin zinc,PIN
153718,balsalazide disodium,PIN
235862,bambuterol hydrochloride,PIN
235933,bamethan succinate,PIN
102345,bamethan sulfate,PIN
236152,bamifylline hydrochloride,PIN
236530,bamipine lactate,PIN
236519,bampine hydrochloride,PIN
235404,barbital sodium,PIN
1311064,"barium chloride, dihydrate",PIN
283819,barnidipine hydrochloride,PIN
1442171,bazedoxifene acetate,PIN
1546384,beclomethasone 17-monopropionate,PIN
1348,beclomethasone dipropionate,PIN
253156,beclomethasone dipropionate monohydrate,PIN
1364503,bedaquiline fumarate,PIN
1793895,beheneth-25 methacrylate,PIN
1368203,behenic acid,PIN
1311160,behentrimonium chloride,PIN
2387833,belantamab mafodotin-blmf,PIN
2565692,belumosudil mesylate,PIN
436195,bemiparin sodium,PIN
314518,benactyzine hydrochloride,PIN
235758,benazepril hydrochloride,PIN
1546196,benazeprilat,PIN
258328,bencyclane fumarate,PIN
1114693,bendamustine hydrochloride,PIN
235953,benfluorex hydrochloride,PIN
235398,benoxinate hydrochloride,PIN
236750,benproperine pamoate,PIN
235765,benserazide hydrochloride,PIN
1425981,benzalkonium bromide,PIN
1379,benzalkonium chloride,PIN
124073,benzalkonium chloride (in water),PIN
40036,benzethonium chloride,PIN
2690626,benzgalantamine gluconate,PIN
2122776,benzhydrocodone hydrochloride,PIN
1049105,benzocaine hydrochloride,PIN
1311594,benzododecinium bromide,PIN
1311592,benzododecinium chloride,PIN
18989,benzoic acid,PIN
2693284,benzoin acetate,PIN
1366883,benzophenone-9,PIN
46949,benzoxonium chloride,PIN
142425,benzphetamine hydrochloride,PIN
91272,benzquinamide hydrochloride,PIN
18927,benztropine mesylate,PIN
81963,benzydamine hydrochloride,PIN
1487188,benzyl acetate,PIN
2371037,benzyldidecylmethylammonium chloride,PIN
658552,bepotastine besilate,PIN
235752,bepridil hydrochloride,PIN
2723755,berahyaluronidase alfa-pmph,PIN
2710444,berdazimer free acid,PIN
2710445,berdazimer sodium,PIN
2637757,beremagene geperpavec-svdt,PIN
2467541,berotralstat hydrochloride,PIN
2599581,beryllium fluoride,PIN
2603751,beryllium sulfate tetrahydrate,PIN
2373651,"beta-carotene, (9Z)-",PIN
1442190,beta-D-glucopyranose,PIN
2604633,beta-phenyl-DL-phenylalanine,PIN
1368632,beta-resorcylic acid,PIN
81964,betahistine hydrochloride,PIN
71468,betahistine mesylate,PIN
160460,betaine citrate,PIN
81965,betaine hydrochloride,PIN
350374,"betaine, anhydrous",PIN
1516,betamethasone acetate,PIN
1517,betamethasone benzoate,PIN
19254,betamethasone dipropionate,PIN
215664,"betamethasone dipropionate, augmented",PIN
203220,betamethasone sodium phosphate,PIN
227897,betamethasone valerate,PIN
142144,betaxolol hydrochloride,PIN
47088,bethanechol chloride,PIN
81966,bethanidine sulfate,PIN
1927955,betrixaban maleate,PIN
2375519,betulonic acid,PIN
2627648,bevacizumab-adcd,PIN
2046138,bevacizumab-awwb,PIN
2268037,bevacizumab-bvzr,PIN
2599041,bevacizumab-maly,PIN
2712044,bevacizumab-nwgd,PIN
2700660,bevacizumab-tnjn,PIN
1306099,bicisate dihydrochloride,PIN
1999661,bictegravir sodium,PIN
1926481,bicyclohexylammonium fumagillin,PIN
2607767,Bifidobacterium bifidum BGN4,PIN
2613771,Bifidobacterium bifidum R0071,PIN
2374919,Bifidobacterium lactis Bi-07,PIN
2668080,bimekizumab-bkzx,PIN
1426682,binetrakin,PIN
91154,biperiden hydrochloride,PIN
19377,biperiden lactate,PIN
1364856,bis(1-methylamyl) sodium sulfosuccinate,PIN
236889,bisdequalinium diacetate,PIN
1811859,bisdisulizole disodium,PIN
1494974,bishydroxyethyl dihydroxypropyl stearammonium chloride,PIN
1294617,bismuth subcitrate potassium,PIN
142146,bisoprolol fumarate,PIN
47187,bitolterol mesylate,PIN
2380556,bivalirudin trifluoroacetate,PIN
1621,bleomycin sulfate,PIN
2289409,boldenone undecylenate,PIN
236903,bopindolol hydrogen malonate,PIN
1300180,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated",PIN
1300182,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated",PIN
1300184,"Bordetella pertussis pertactin vaccine, inactivated",PIN
1300186,"Bordetella pertussis toxoid vaccine, inactivated",PIN
235767,bornaprine hydrochloride,PIN
1468845,bosentan anhydrous,PIN
1314319,bosutinib monohydrate,PIN
1722696,"botulinum neurotoxin A immune FAB2, equine",PIN
1722683,"botulinum neurotoxin B immune FAB2, equine",PIN
1722698,"botulinum neurotoxin C immune FAB2, equine",PIN
1722700,"botulinum neurotoxin D immune FAB2, equine",PIN
1722702,"botulinum neurotoxin E immune FAB2, equine",PIN
1722704,"botulinum neurotoxin F immune FAB2, equine",PIN
1722706,"botulinum neurotoxin G immune FAB2, equine",PIN
2471082,bovine type II collagen (tracheal cartilage),PIN
1313328,"brain-derived neurotrophic factor, human",PIN
2176311,bremelanotide acetate,PIN
1737,bretylium tosylate,PIN
1546367,brilliant green cation,PIN
39171,brimonidine tartrate,PIN
2204916,brolucizumab-dbll,PIN
47364,bromfenac sodium,PIN
1601,bromhexine hydrochloride,PIN
142426,bromocriptine mesylate,PIN
91065,bromodiphenhydramine hydrochloride,PIN
186024,bromperidol decanoate,PIN
142427,brompheniramine maleate,PIN
405414,brompheniramine tannate,PIN
402579,brovanexine hydrochloride,PIN
1311059,brucine sulfate,PIN
1311058,brucine sulfate heptahydrate,PIN
91070,buclizine hydrochloride,PIN
1367172,"budesonide (11.beta.,16.alpha.(S))",PIN
236892,budipine hydrochloride,PIN
235934,buflomedil hydrochloride,PIN
2743604,bulevirtide acetate,PIN
2743605,bulevirtide-gmod,PIN
236888,bunazosin hydrochloride,PIN
267396,bupivacaine hydrochloride,PIN
1375412,bupivacaine hydrochloride anhydrous,PIN
1191504,bupivacaine liposome,PIN
236806,bupranolol hydrochloride,PIN
203841,buprenorphine hydrochloride,PIN
993548,bupropion hydrobromide,PIN
203204,bupropion hydrochloride,PIN
2043854,burosumab-twza,PIN
42569,buserelin acetate,PIN
203116,buspirone hydrochloride,PIN
91109,butabarbital sodium,PIN
133044,butacaine sulfate,PIN
236155,butalamine hydrochloride,PIN
221067,butamben picrate,PIN
382677,butamirate citrate,PIN
1307583,butedronate tetrasodium,PIN
236558,butenafine hydrochloride,PIN
235943,butetamate citrate,PIN
47464,butoconazole nitrate,PIN
203170,butorphanol tartrate,PIN
324004,butriptyline hydrochloride,PIN
1306936,butylparaben sodium,PIN
1664338,"butylphenyl methylpropional, (+)-",PIN
1851,butylscopolamine bromide,PIN
1362696,butyric acid,PIN
1995483,butyrospermol acetate,PIN
809864,C1 esterase inhibitor (human),PIN
1599831,C1 esterase inhibitor (recombinant),PIN
2475076,cabotegravir sodium,PIN
1363267,cabozantinib s-malate,PIN
1863268,cadmium chloride,PIN
20033,caffeine citrate,PIN
236112,caffeine monohydrate,PIN
2121417,calaspargase pegol-mknl,PIN
1855064,calcifediol anhydrous,PIN
1299898,calcipotriene hydrate,PIN
1869046,calcium 2-ketogluconate,PIN
1306884,calcium acetate monohydrate,PIN
1307765,calcium ascorbate anhydrous,PIN
1312385,calcium behenate,PIN
1370420,calcium borogluconate,PIN
1667640,calcium chloride anhydrous,PIN
221068,calcium chloride dihydrate,PIN
2678349,calcium chloride monohydrate,PIN
2106283,calcium citrate anhydrous,PIN
155015,calcium cyclamate,PIN
236560,calcium dihydrogen phosphate,PIN
1865167,calcium disodium pyrophosphate,PIN
1904,calcium dobesilate,PIN
1362747,calcium formate,PIN
1298846,calcium gluconate monohydrate,PIN
1911,calcium ipodate,PIN
2697131,calcium lactate anhydrous,PIN
215834,calcium lactate pentahydrate,PIN
1485047,calcium oxalate monohydrate,PIN
2387307,calcium oxybate,PIN
2637681,calcium palmitate,PIN
1917,calcium pangamate,PIN
1918,calcium pantothenate,PIN
1792121,"calcium pantothenate, (-)-",PIN
1310463,"calcium phosphate, dihydrate",PIN
1426444,"calcium phosphate, monobasic, anhydrous",PIN
1442999,calcium picrate,PIN
87393,calcium pidolate,PIN
1426453,calcium propionate,PIN
2636533,calcium saccharate anhydrous,PIN
2288215,calcium sodium phosphate,PIN
1927023,calcium stearoyl lactylate,PIN
1328529,"calcium sulfate, anhydrous",PIN
1310465,"calcium sulfate, dihydrate",PIN
1310466,"calcium sulfate, hemihydrate",PIN
89746,calcium undecylenate,PIN
1927,calcium valproate,PIN
1366881,calcium versetamide sodium,PIN
1492944,"calcium-sodium maleate methyl vinyl ether copolymer (1000000 MW, 1900 MPA.S at 11%)",PIN
2634451,calcobutrol sodium,PIN
1364943,caldiamide sodium,PIN
1794164,californium Cf-249,PIN
1424675,calteridol calcium,PIN
1298738,camphor (natural),PIN
1297880,camphor oil,PIN
236534,camylofin bis(noramid-mes),PIN
236175,camylofin hydrochloride,PIN
1546031,canagliflozin anhydrous,PIN
135481,candesartan cilexetil,PIN
1656051,cangrelor tetrasodium,PIN
2279518,cannabigerolic acid,PIN
1981,canrenoate potassium,PIN
2110604,caplacizumab-yhdp,PIN
2362259,capmatinib hydrochloride,PIN
1987,capreomycin sulfate,PIN
1986788,capromorelin tartrate,PIN
236176,captodiamine hydrochloride,PIN
133053,caramiphen edisylate,PIN
20209,carbazochrome sodium sulfonate,PIN
2469330,carbazochrome sodium sulfonate hydrate,PIN
258332,carbenicillin disodium,PIN
56461,carbenicillin indanyl sodium,PIN
42580,carbenicillin phenyl sodium,PIN
2018,carbenoxolone sodium,PIN
283547,carbetapentane citrate,PIN
221070,carbetapentane tannate,PIN
1545982,carbidopa anhydrous,PIN
91066,carbinoxamine maleate,PIN
405970,carbinoxamine tannate,PIN
1793898,carbocysteine lysine monohydrate,PIN
20259,carboprost tromethamine,PIN
1307734,carboxymethylcellulose calcium,PIN
491498,carboxymethylcellulose sodium,PIN
1371909,carboxymethylcellulose sodium (0.7 carboxymethyl substitution per saccharide; 100-200 MPA.S at 1%),PIN
2475182,carboxymethylcellulose sodium (0.7 carboxymethyl substitution per saccharide; 2300 mpa.s at 1%),PIN
2257286,carboxymethylcellulose sodium (0.7 carboxymethyl substitution per saccharide; 38 MPA.S at 2%),PIN
1653793,carboxymethylcellulose sodium (0.7 carboxymethyl substitution per saccharide; 400 MPA.S at 1%),PIN
1597390,carboxymethylcellulose sodium (0.7 carboxymethyl substitution per saccharide; 50-100 MPA.S at 1% ),PIN
1812763,carboxymethylcellulose sodium (0.7 carboxymethyl substitutions per saccharide; 600 MPA.S at 2 %),PIN
2632123,carboxymethylcellulose sodium (0.9 carboxymethyl substitution per saccharide; 130 MPA.S at 4%),PIN
2099296,carboxymethylcellulose sodium (0.9 carboxymethyl substitution per saccharide; 600 MPA.S at 2 %),PIN
2625171,carboxymethylcellulose sodium 12,PIN
1721073,cariprazine hydrochloride,PIN
1368643,carminic acid,PIN
1311519,carnitine chloride,PIN
1539210,"carnitine hydrochloride, (+)-",PIN
1370593,carnosine hydrochloride,PIN
289326,carpipramine dihydrochloride,PIN
2001679,carrageenan calcium,PIN
1593445,carrageenan sodium,PIN
142132,carteolol hydrochloride,PIN
668310,carvedilol phosphate,PIN
1747726,"carvone, (+)-",PIN
1427074,"carvone, (+-)-",PIN
1440973,"casein, Lactococcus lactis cultured, Penicillium roqueforti cultured, aged",PIN
282363,caspofungin acetate,PIN
1371316,castor oil fish whole,PIN
236860,cathine hydrochloride,PIN
236861,cathine polistirex,PIN
1450910,cefaclor anhydrous,PIN
1545975,cefadroxil anhydrous,PIN
1297878,cefadroxil hemihydrate,PIN
407888,cefadroxil hydrate,PIN
204175,cefadroxil monohydrate,PIN
20473,cefamandole nafate,PIN
203171,cefazolin sodium,PIN
1306064,cefdinir monohydrate,PIN
72611,cefditoren pivoxil,PIN
236058,cefepime hydrochloride,PIN
2265863,cefiderocol sulfate tosylate,PIN
1546021,cefixime anhydrous,PIN
203140,cefmetazole sodium,PIN
266801,cefonicid monosodium,PIN
227214,cefoperazone sodium,PIN
203117,cefotaxime sodium,PIN
203141,cefotetan disodium,PIN
236202,cefotiam hydrochloride,PIN
1591924,cefovecin sodium,PIN
203118,cefoxitin sodium,PIN
236104,cefpirome sulfate,PIN
47835,cefpodoxime proxetil,PIN
1546020,cefprozil anhydrous,PIN
267417,cefsulodin sodium,PIN
1743286,ceftaroline fosamil acetate,PIN
1545984,ceftazidime anhydrous,PIN
235552,ceftazidime pentahydrate,PIN
221071,ceftazidime sodium,PIN
1297879,ceftibuten dihydrate,PIN
1311520,ceftiofur hydrochloride,PIN
1370372,ceftiofur sodium,PIN
82126,ceftizoxime sodium,PIN
2691334,ceftobiprole medocaril sodium,PIN
1597608,ceftolozane sulfate,PIN
203172,ceftriaxone sodium,PIN
20493,cefuroxime axetil,PIN
204144,cefuroxime sodium,PIN
203145,celiprolol hydrochloride,PIN
342965,cellulose sodium phosphate,PIN
2642135,cellulose sulfate,PIN
2481135,"cellulose, oxidized",PIN
2058825,cemiplimab-rwlc,PIN
2104331,cenegermin-bkbj,PIN
1299782,cephalexin anhydrous,PIN
281942,cephalexin hydrochloride,PIN
215948,cephalexin monohydrate,PIN
9860,cephalothin sodium,PIN
1294563,cephapirin benzathine,PIN
42562,cephapirin sodium,PIN
221072,cerivastatin sodium,PIN
1922436,cerliponase alfa,PIN
1427054,cerous oxalate nonahydrate,PIN
152612,certoparin sodium,PIN
1545168,ceteareth-2 phosphate,PIN
1492340,ceteth-20 phosphate,PIN
236204,cetiedil citrate,PIN
203150,cetirizine hydrochloride,PIN
288999,cetrimonium bromide,PIN
1311525,cetrimonium chloride,PIN
2056289,cetromonium methosulfate,PIN
259338,cetrorelix acetate,PIN
1307588,cetylpyridinium acetate,PIN
2287,cetylpyridinium chloride,PIN
1311527,cetylpyridinium chloride anhydrous,PIN
260036,cevimeline hydrochloride,PIN
2698548,cevimeline hydrochloride anhydrous,PIN
2323,chenodeoxycholic acid,PIN
2707119,"chikungunya virus antigen, recombinant Senegal strain 37997 capsid protein",PIN
2707121,"chikungunya virus antigen, recombinant Senegal strain 37997 envelope protein E1",PIN
2707122,"chikungunya virus antigen, recombinant Senegal strain 37997 envelope protein E2",PIN
1306196,chitosan low molecular weight (20-200 MPA.S),PIN
1858809,chitosan PCA,PIN
2399031,chitosan succinamide (1300 MPA.S),PIN
1014329,chlophedianol hydrochloride,PIN
2344,chloral hydrate,PIN
1593148,chloramine-T anhydrous,PIN
1592902,chloramine-T trihydrate,PIN
20767,chloramphenicol palmitate,PIN
47998,chloramphenicol sodium succinate,PIN
20768,chloramphenicol stearate,PIN
20769,chloramphenicol succinate,PIN
235725,chlorcyclizine hydrochloride,PIN
203173,chlordiazepoxide hydrochloride,PIN
2359,chlorhexidine acetate,PIN
133054,chlorhexidine diacetate,PIN
20791,chlorhexidine gluconate,PIN
2361,chlorhexidine hydrochloride,PIN
