rxcui,name,tty
2045493,fingolimod 0.25 MG Oral Capsule [Gilenya],SBD
2626385,fingolimod 0.5 MG Disintegrating Oral Tablet [Tascenso],SBD
1012899,fingolimod 0.5 MG Oral Capsule [Gilenya],SBD
2669464,firocoxib 227 MG Chewable Tablet [Firovet],SBD
2621222,firocoxib 227 MG Chewable Tablet [Firox],SBD
2629313,firocoxib 227 MG Chewable Tablet [Flexira],SBD
2634011,firocoxib 227 MG Chewable Tablet [Osticoxib],SBD
880381,firocoxib 227 MG Chewable Tablet [Previcox],SBD
1804380,firocoxib 57 MG Chewable Tablet [Equioxx],SBD
2669466,firocoxib 57 MG Chewable Tablet [Firovet],SBD
2621220,firocoxib 57 MG Chewable Tablet [Firox],SBD
2629315,firocoxib 57 MG Chewable Tablet [Flexira],SBD
2739224,firocoxib 57 MG Chewable Tablet [Osticoxib for Horses],SBD
2634013,firocoxib 57 MG Chewable Tablet [Osticoxib],SBD
892788,firocoxib 57 MG Chewable Tablet [Previcox],SBD
2675886,firocoxib 9 MG/ML Oral Solution [Equicoxib],SBD
1666391,flibanserin 100 MG Oral Tablet [Addyi],SBD
2732209,florfenicol 16.6 MG/ML / mometasone furoate 2.2 MG/ML / terbinafine 14.8 MG/ML Otic Solution [Klentz],SBD
2612536,florfenicol 16.6 MG/ML / mometasone furoate 2.2 MG/ML / terbinafine 14.8 MG/ML Otic Solution [Simplera],SBD
2738451,florfenicol 300 MG/ML / flunixin 16.5 MG/ML Injectable Solution [Nixiflor],SBD
885854,florfenicol 300 MG/ML / flunixin 16.5 MG/ML Injectable Solution [Resflor],SBD
2679415,florfenicol 300 MG/ML Injectable Solution [Florfeniject],SBD
1790088,florfenicol 300 MG/ML Injectable Solution [Loncor],SBD
2118916,florfenicol 300 MG/ML Injectable Solution [Norfenicol],SBD
866028,florfenicol 300 MG/ML Injectable Solution [Nuflor],SBD
201900,fluconazole 10 MG/ML Oral Suspension [Diflucan],SBD
207107,fluconazole 100 MG Oral Tablet [Diflucan],SBD
207108,fluconazole 150 MG Oral Tablet [Diflucan],SBD
207112,fluconazole 200 MG Oral Tablet [Diflucan],SBD
201901,fluconazole 40 MG/ML Oral Suspension [Diflucan],SBD
207106,fluconazole 50 MG Oral Tablet [Diflucan],SBD
207125,flucytosine 250 MG Oral Capsule [Ancobon],SBD
207127,flucytosine 500 MG Oral Capsule [Ancobon],SBD
2677578,flumethasone 0.5 MG/ML Injectable Solution [Bimasone],SBD
1232453,flunixin 0.05 MG/MG Oral Paste [Banamine],SBD
1603390,flunixin 1500 MG Oral Paste [Flunazine],SBD
1603396,flunixin 1500 MG Oral Paste [Vetameg],SBD
1116938,flunixin 50 MG/ML Injectable Solution [Banamine],SBD
646052,flunixin 50 MG/ML Injectable Solution [Flunazine],SBD
2701513,flunixin 50 MG/ML Injectable Solution [Flunine],SBD
1433640,flunixin 50 MG/ML Injectable Solution [Prevail Injectable],SBD
1442260,flunixin 50 MG/ML Injectable Solution [Vetameg],SBD
1998441,flunixin 50 MG/ML Topical Solution [Banamine],SBD
1191260,fluocinolone acetonide 0.00025 MG/MG Topical Ointment [Synalar],SBD
1191264,fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream [Tri-Luma],SBD
1191267,fluocinolone acetonide 0.1 MG/ML Medicated Shampoo [Capex],SBD
1191301,fluocinolone acetonide 0.1 MG/ML Otic Solution [Dermotic],SBD
2045201,fluocinolone acetonide 0.1 MG/ML Otic Solution [Flac],SBD
1191309,fluocinolone acetonide 0.1 MG/ML Topical Oil [Derma-Smoothe FS],SBD
1191313,fluocinolone acetonide 0.1 MG/ML Topical Solution [Synalar],SBD
2099366,fluocinolone acetonide 0.18 MG Drug Implant [Yutiq],SBD
1552356,fluocinolone acetonide 0.19 MG Drug Implant [Iluvien],SBD
1542994,fluocinolone acetonide 0.25 MG/ML / neomycin sulfate 5 MG/ML Topical Cream [Neo-Synalar],SBD
1191319,fluocinolone acetonide 0.25 MG/ML Topical Cream [Synalar],SBD
1191325,fluocinolone acetonide 0.59 MG Drug Implant [Retisert],SBD
543484,fluocinonide 1 MG/ML Topical Cream [Vanos],SBD
1247576,fluorescein sodium 2.5 MG/ML / proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Flucaine],SBD
1247453,fluorescein sodium 2.5 MG/ML / proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Fluoracaine],SBD
545243,fluorometholone 1 MG/ML Ophthalmic Suspension [FML],SBD
208420,fluorometholone 2.5 MG/ML Ophthalmic Suspension [FML Forte Liquifilm],SBD
1249631,fluorometholone acetate 1 MG/ML Ophthalmic Suspension [Flarex],SBD
92752,fluorouracil 10 MG/ML Topical Cream [Fluoroplex],SBD
1669873,fluorouracil 40 MG/ML Topical Cream [Tolak],SBD
284539,fluorouracil 5 MG/ML Topical Cream [Carac],SBD
213841,fluorouracil 50 MG/ML Injectable Solution [Adrucil],SBD
213045,fluorouracil 50 MG/ML Topical Cream [Efudex],SBD
205535,fluoxetine 10 MG Oral Capsule [Prozac],SBD
104849,fluoxetine 20 MG Oral Capsule [Prozac],SBD
725080,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule [Symbyax],SBD
725064,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule [Symbyax],SBD
261287,fluoxetine 40 MG Oral Capsule [Prozac],SBD
902716,fluoxetine hydrochloride 16 MG Chewable Tablet [RECONCILE],SBD
902720,fluoxetine hydrochloride 32 MG Chewable Tablet [RECONCILE],SBD
826105,fluoxetine hydrochloride 64 MG Chewable Tablet [RECONCILE],SBD
826101,fluoxetine hydrochloride 8 MG Chewable Tablet [RECONCILE],SBD
2386221,fluralaner 100 MG Chewable Tablet [Bravecto],SBD
1538111,fluralaner 1000 MG Chewable Tablet [Bravecto],SBD
1538115,fluralaner 112.5 MG Chewable Tablet [Bravecto],SBD
1538119,fluralaner 1400 MG Chewable Tablet [Bravecto],SBD
2719628,fluralaner 150 MG/ML Injectable Suspension [Bravecto],SBD
2386225,fluralaner 200 MG Chewable Tablet [Bravecto],SBD
1538123,fluralaner 250 MG Chewable Tablet [Bravecto],SBD
2679865,fluralaner 280 MG/ML / moxidectin 14 MG/ML Topical Solution [Bravecto Plus],SBD
2669523,fluralaner 280 MG/ML Topical Solution [Bravecto],SBD
2386229,fluralaner 400 MG Chewable Tablet [Bravecto],SBD
2386233,fluralaner 45 MG Chewable Tablet [Bravecto],SBD
1538127,fluralaner 500 MG Chewable Tablet [Bravecto],SBD
205612,flurandrenolide 0.0005 MG/MG Topical Ointment [Cordran],SBD
797697,flurandrenolide 0.004 MG/SQCM Medicated Tape [Cordran],SBD
898418,flurandrenolide 0.25 MG/ML Topical Cream [Cordran],SBD
898420,flurandrenolide 0.5 MG/ML Topical Cream [Cordran],SBD
205610,flurandrenolide 0.5 MG/ML Topical Lotion [Cordran],SBD
205626,flurbiprofen 100 MG Oral Tablet [Ansaid],SBD
2712492,flurbiprofen 100 MG Oral Tablet [Lurbipr],SBD
2720355,flurbiprofen 100 MG Oral Tablet [Lurbiro],SBD
1243587,flurbiprofen sodium 0.3 MG/ML Ophthalmic Solution [Ocufen],SBD
205646,flutamide 125 MG Oral Capsule [Eulexin],SBD
1869712,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Flonase Sensimist],SBD
895697,fluticasone propionate 0.00005 MG/MG Topical Ointment [Cutivate],SBD
1797909,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Aller-Flo],SBD
1797919,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Clarispray],SBD
1797933,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],SBD
1996212,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Fluticare],SBD
1872967,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasopro 24],SBD
1946589,fluticasone propionate 0.093 MG/ACTUAT Metered Dose Nasal Spray [Xhance],SBD
895989,fluticasone propionate 0.5 MG/ML Topical Cream [Cutivate],SBD
2121410,fluticasone propionate 0.5 MG/ML Topical Lotion [Beser],SBD
895991,fluticasone propionate 0.5 MG/ML Topical Lotion [Cutivate],SBD
103919,fluvastatin 40 MG Oral Capsule [Lescol],SBD
1868839,folic acid 0.2 MG / inositol 2000 MG Powder for Oral Solution [Pregnitude],SBD
2733998,folic acid 0.2 MG/ML Oral Solution [Quiofic],SBD
997951,folic acid 0.8 MG / vitamin B12 0.115 MG / vitamin B6 10 MG Oral Tablet [Foltabs],SBD
285122,folic acid 0.8 MG Oral Tablet [Folacin],SBD
861083,folic acid 1 MG / polysaccharide iron complex 150 MG / vitamin B12 0.025 MG Oral Capsule [Ferrex 150 Forte],SBD
1087438,folic acid 1 MG / polysaccharide iron complex 150 MG / vitamin B12 0.025 MG Oral Capsule [Iferex 150 Forte],SBD
979338,folic acid 1 MG / polysaccharide iron complex 150 MG / vitamin B12 0.025 MG Oral Capsule [Poly Iron 150 Forte],SBD
542045,folic acid 1 MG / vitamin B12 0.5 MG Oral Tablet [Foltrate],SBD
1150291,folic acid 1 MG / vitamin B12 0.5 MG Oral Tablet [MTX Support],SBD
808534,folic acid 2.2 MG / pyridoxine 25 MG / vitamin B12 1.3 MG Oral Tablet [Vita-Respa],SBD
1145348,folic acid 2.2 MG / vitamin B12 1 MG / vitamin B6 25 MG Oral Tablet [Folgard],SBD
644790,folic acid 2.5 MG / vitamin B12 1 MG / vitamin B6 25 MG Oral Tablet [Folbee],SBD
644794,folic acid 2.5 MG / vitamin B12 2 MG / vitamin B6 25 MG Oral Tablet [Folbic],SBD
1809029,folic acid 2.5 MG / vitamin B12 2 MG / vitamin B6 25 MG Oral Tablet [Niva-Fol],SBD
1116472,follicle stimulating hormone 35 UNT/ML / luteinizing hormone 35 UNT/ML Injectable Solution [Pluset],SBD
1116467,follicle stimulating hormone 52.5 UNT/ML / luteinizing hormone 17.5 UNT/ML Injectable Solution [Pluset],SBD
753990,follicle stimulating hormone 75 UNT / luteinizing hormone 75 UNT Injection [Menopur],SBD
351993,follitropin alfa 600 UNT/ML Injectable Solution [Gonal F],SBD
284419,follitropin alfa 75 UNT Injection [Gonal F],SBD
205686,formaldehyde 100 MG/ML Topical Solution [Formadon],SBD
205689,formaldehyde 200 MG/ML Topical Solution [Forma-Ray],SBD
1246321,formoterol fumarate 0.01 MG/ML Inhalation Solution [Perforomist],SBD
723827,fosamprenavir 50 MG/ML Oral Suspension [Lexiva],SBD
402110,fosamprenavir 700 MG Oral Tablet [Lexiva],SBD
1731082,fosaprepitant 150 MG Injection [Emend Injection],SBD
2531297,fosdenopterin 9.5 MG Injection [Nulibry],SBD
2725582,fosfomycin 6000 MG Injection [Contepo],SBD
2044431,fosnetupitant 235 MG / palonosetron 0.25 MG Injection [Akynzeo],SBD
2044928,fostamatinib 100 MG Oral Tablet [Tavalisse],SBD
2044932,fostamatinib 150 MG Oral Tablet [Tavalisse],SBD
352058,frovatriptan 2.5 MG Oral Tablet [Frova],SBD
809602,fructose 374 MG/ML / glucose 374 MG/ML / phosphoric acid 4.3 MG/ML Oral Solution [Emetrol],SBD
2670190,fruquintinib 1 MG Oral Capsule [Fruzaqla],SBD
2670198,fruquintinib 5 MG Oral Capsule [Fruzaqla],SBD
1546054,furosemide 12.5 MG Oral Tablet [Disal],SBD
630035,furosemide 12.5 MG Oral Tablet [Salix - substance],SBD
200801,furosemide 20 MG Oral Tablet [Lasix],SBD
200809,furosemide 40 MG Oral Tablet [Lasix],SBD
1546056,furosemide 50 MG Oral Tablet [Disal],SBD
645036,furosemide 50 MG Oral Tablet [Salix - substance],SBD
1112201,furosemide 50 MG/ML Injectable Solution [Disal],SBD
545041,furosemide 50 MG/ML Injectable Solution [Salix - substance],SBD
205732,furosemide 80 MG Oral Tablet [Lasix],SBD
2721466,futibatinib 16 MG Oral Tablet [Lytgobi],SBD
2628201,futibatinib 4 MG Oral Tablet [Lytgobi],SBD
2632653,fuzapladib sodium 14 MG Injection [Panoquell],SBD
105028,gabapentin 100 MG Oral Capsule [Neurontin],SBD
602399,gabapentin 100 MG Oral Tablet [Gabarone],SBD
2739007,gabapentin 200 MG Oral Capsule [Relgaabi],SBD
105029,gabapentin 300 MG Oral Capsule [Neurontin],SBD
2740839,gabapentin 300 MG Oral Capsule [Relgaabi],SBD
105030,gabapentin 400 MG Oral Capsule [Neurontin],SBD
2740841,gabapentin 400 MG Oral Capsule [Relgaabi],SBD
602407,gabapentin 400 MG Oral Tablet [Gabarone],SBD
351973,gabapentin 50 MG/ML Oral Solution [Neurontin],SBD
261280,gabapentin 600 MG Oral Tablet [Neurontin],SBD
261281,gabapentin 800 MG Oral Tablet [Neurontin],SBD
1482821,gabapentin enacarbil 300 MG Extended Release Oral Tablet [Horizant],SBD
1101339,gabapentin enacarbil 600 MG Extended Release Oral Tablet [Horizant],SBD
210238,gallium nitrate 25 MG/ML Injectable Solution [Ganite],SBD
2724459,gamithromycin 150 MG/ML Injectable Solution [Gamrozyne],SBD
1113704,gamithromycin 150 MG/ML Injectable Solution [Zactran],SBD
2604700,ganaxolone 50 MG/ML Oral Suspension [Ztalmy],SBD
864650,ganciclovir 0.0015 MG/MG Ophthalmic Gel [Zirgan],SBD
992399,gatifloxacin 5 MG/ML Ophthalmic Solution [Zymaxid],SBD
402091,gefitinib 250 MG Oral Tablet [Iressa],SBD
2723391,gemcitabine 225 MG Drug Implant [Inlexzo],SBD
2719763,gemcitabine 38 MG/ML Injectable Solution [Avgemsi],SBD
205751,gemfibrozil 600 MG Oral Tablet [Lopid],SBD
637562,gemifloxacin 320 MG Oral Tablet [Factive],SBD
1944704,gemtuzumab ozogamicin 4.5 MG Injection [Mylotarg],SBD
545236,gentamicin 0.003 MG/MG Ophthalmic Ointment [Gentak],SBD
1667692,gentamicin 100 MG/ML Injectable Solution [Garasol],SBD
205797,gentamicin 3 MG/ML Ophthalmic Solution [Gentak],SBD
2713311,gentamicin 8.6 MG/ML / mometasone furoate 2.1 MG/ML / posaconazole 2.6 MG/ML Otic Suspension [Mometamax Single],SBD
2709224,gepotidacin 750 MG Oral Tablet [Blujepa],SBD
2105817,gilteritinib 40 MG Oral Tablet [Xospata],SBD
2678900,givinostat 8.86 MG/ML Oral Suspension [Duvyzat],SBD
2105856,glasdegib 100 MG Oral Tablet [Daurismo],SBD
2105860,glasdegib 25 MG Oral Tablet [Daurismo],SBD
1940709,glecaprevir 100 MG / pibrentasvir 40 MG Oral Tablet [Mavyret],SBD
2557910,glecaprevir 50 MG / pibrentasvir 20 MG Oral Pellet [Mavyret],SBD
731463,glimepiride 2 MG / pioglitazone 30 MG Oral Tablet [Duetact],SBD
731457,glimepiride 4 MG / pioglitazone 30 MG Oral Tablet [Duetact],SBD
153845,glimepiride 4 MG Oral Tablet [Amaryl],SBD
205828,glipizide 5 MG Oral Tablet [Glucotrol],SBD
153095,glucagon (rDNA) 1 MG Injection [GlucaGen],SBD
2180671,glucagon 3 MG Nasal Powder [Baqsimi],SBD
1242136,glucarpidase 1000 UNT Injection [Voraxaze],SBD
1150300,glucosamine 750 MG Oral Tablet [Optiflex-G],SBD
1486999,glucosamine sulfate 500 MG Chewable Tablet [Novipet Magic Bites],SBD
616103,glucose 0.4 MG/MG Oral Gel [Dex4],SBD
1298147,glucose 0.4 MG/MG Oral Gel [Glucoburst],SBD
1038787,glucose 0.4 MG/MG Oral Gel [Glutose],SBD
1608479,glucose 0.45 MG/MG Oral Gel [Dex4],SBD
1598322,glucose 0.774 MG/MG Oral Gel [Insta-Glucose],SBD
1535143,glucose 1000 MG Chewable Tablet [Dex4],SBD
1653438,glucose 254 MG/ML Oral Solution [Dex4],SBD
1147993,glucose 4000 MG Chewable Tablet [Dex4],SBD
801009,glucose 50 MG/ML / magnesium acetate 0.000979 MEQ/ML / potassium acetate 0.013 MEQ/ML / sodium chloride 0.04 MEQ/ML Injectable Solution [Normosol-M],SBD
1189668,glucose 50 MG/ML / magnesium acetate 0.0015 MEQ/ML / potassium acetate 0.013 MEQ/ML / sodium chloride 0.04 MEQ/ML Injectable Solution [Plasma-Lyte 56 in 5 % Dextrose],SBD
1190439,"glucose 50 MG/ML / magnesium chloride 0.00148 MEQ/ML / monobasic potassium phosphate 0.0082 MG/ML / potassium chloride 0.00497 MEQ/ML / sodium acetate 0.0272 MEQ/ML / sodium chloride 0.0906 MEQ/ML / sodium gluconate 5 MG/ML / sodium phosphate, dibasic 0.12 MG/ML Injectable Solution [Isolyte S in 5 % Dextrose]",SBD
1189629,glucose 50 MG/ML / magnesium chloride 0.00148 MEQ/ML / potassium chloride 0.00497 MEQ/ML / sodium acetate 0.027 MEQ/ML / sodium chloride 0.0899 MEQ/ML / sodium gluconate 5.02 MG/ML Injectable Solution [Normosol-R in 5 % Dextrose],SBD
800648,"glucose 50 MG/ML / magnesium chloride 0.00361 MEQ/ML / monobasic potassium phosphate 0.15 MG/ML / potassium chloride 0.0189 MEQ/ML / sodium lactate 0.0232 MEQ/ML / sodium phosphate, monobasic 0.25 MG/ML Injectable Solution [Ionosol-MB]",SBD
1086386,glucose 50 MG/ML Oral Solution [Enfamil Glucose],SBD
806637,glutamate 500 MG Oral Tablet [Glutamic-500],SBD
1928941,glutamine 5000 MG Powder for Oral Solution [Endari],SBD
881407,glyburide 1.5 MG Oral Tablet [Glynase],SBD
881409,glyburide 3 MG Oral Tablet [Glynase],SBD
881411,glyburide 6 MG Oral Tablet [Glynase],SBD
2637875,glycerin 0.2 MG/MG / lidocaine hydrochloride 0.04 MG/MG Topical Gel [Abreva Rapid Pain Relief],SBD
1191341,glycerin 1000 MG Rectal Suppository [Pedia-Lax Liquid Glycerin Suppositories],SBD
1190433,glycerin 1037 MG/ML Enema [Pedia-Lax Liquid Glycerin Suppositories],SBD
1251062,glycerin 1200 MG Rectal Suppository [Sani-Supp],SBD
998236,glycerin 2 MG/ML Ophthalmic Solution [Oasis Tears],SBD
2702676,glycerin 2.2 MG/ML Ophthalmic Solution [Oasis Tears],SBD
1598052,glycerin 2.5 MG/ML Ophthalmic Solution [Oasis Tears],SBD
1602019,glycerin 200 MG/ML / lidocaine 43 MG/ML Medicated Pad [Recticare Wipes],SBD
1251059,glycerin 2100 MG Rectal Suppository [Sani-Supp],SBD
1089090,glycerin 30 MG/ML / sodium chloride 7.5 MG/ML Nasal Spray [Pretz],SBD
1101854,glycerin 330 MG/ML / phenol 15 MG/ML Mucosal Spray [Chloraseptic Max Spray],SBD
2610313,glycerin 4 MG/ML Ophthalmic Solution [Regener-Eyes],SBD
2705824,glycerin 5 MG/ML Ophthalmic Solution [Blink Dry Eye],SBD
2609932,glycerin 5 MG/ML Ophthalmic Solution [Regener-Eyes],SBD
1098601,glycerin 6 MG/ML / propylene glycol 6 MG/ML Ophthalmic Solution [Soothe Lubricant Eye Drops],SBD
2705821,glycerin 7.5 MG/ML Ophthalmic Solution [Blink Dry Eye],SBD
1368459,glycerol phenylbutyrate 1100 MG/ML Oral Solution [Ravicti],SBD
792094,glycolate 140 MG/ML Medicated Liquid Soap [Aqua Glycolic Shampoo and Body Cleanser],SBD
1992571,glycopyrrolate 0.025 MG/ML Inhalation Solution [Lonhala],SBD
999965,glycopyrrolate 0.2 MG/ML Oral Solution [Cuvposa],SBD
205886,glycopyrrolate 1 MG Oral Tablet [Robinul],SBD
1437975,glycopyrrolate 1.5 MG Oral Tablet [Glycate],SBD
2589281,glycopyrrolate 1.7 MG Disintegrating Oral Tablet [Dartisla],SBD
102166,glycopyrrolate 2 MG Oral Tablet [Robinul],SBD
2054120,glycopyrronium 24 MG/ML Medicated Pad [Qbrexza],SBD
543162,gonadorelin 0.043 MG/ML Injectable Solution [Fertagyl],SBD
701150,gonadorelin 0.05 MG/ML Injectable Solution [Cystorelin],SBD
1487357,gonadorelin 0.05 MG/ML Injectable Solution [Factrel],SBD
1426578,gonadorelin 0.05 MG/ML Injectable Solution [Ovacyst],SBD
1422179,gonadorelin 0.1 MG/ML Injectable Solution [Gonabreed],SBD
1191677,gonadotropin releasing factor analog-diphtheria toxoid conjugate 0.2 MG/ML Injectable Solution [Improvest],SBD
211544,goserelin 10.8 MG Drug Implant [Zoladex],SBD
105641,goserelin 3.6 MG Drug Implant [Zoladex],SBD
763507,granisetron 0.2 MG/ML Oral Solution [Granisol],SBD
1862962,grapiprant 100 MG Oral Tablet [Galliprant],SBD
1862966,grapiprant 20 MG Oral Tablet [Galliprant],SBD
1862970,grapiprant 60 MG Oral Tablet [Galliprant],SBD
92758,griseofulvin 165 MG Oral Tablet [Fulvicin P/G],SBD
205906,griseofulvin 250 MG Oral Tablet [Gris-PEG],SBD
1088957,guaiacol 0.02 MG/MG / methyl salicylate 0.08 MG/MG Topical Ointment [Methagual],SBD
858969,guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML Oral Solution [Hy-KXP],SBD
1111099,guaifenesin 100 MG Chewable Tablet [Kids-Eeze Chest Relief],SBD
669131,guaifenesin 100 MG Oral Granules [Mucinex],SBD
1099024,guaifenesin 20 MG/ML Oral Solution [Cough Out],SBD
992212,guaifenesin 20 MG/ML Oral Solution [Diabetic Tussin EX],SBD
669126,guaifenesin 20 MG/ML Oral Solution [Mucinex],SBD
213155,guaifenesin 20 MG/ML Oral Solution [Robafen],SBD
1112205,guaifenesin 20 MG/ML Oral Solution [Rompe Pecho],SBD
213158,guaifenesin 20 MG/ML Oral Solution [Scot-Tussin],SBD
213160,guaifenesin 20 MG/ML Oral Solution [Siltussin],SBD
1651564,guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Hycofenix],SBD
1598284,guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution [Obredon],SBD
705757,guaifenesin 400 MG Oral Tablet [Allfen Jr],SBD
541809,guaifenesin 400 MG Oral Tablet [Bidex],SBD
701361,guaifenesin 400 MG Oral Tablet [Liquibid],SBD
1086867,guaifenesin 400 MG Oral Tablet [Refenesen],SBD
206548,halcinonide 0.001 MG/MG Topical Ointment [Halog],SBD
206546,halcinonide 1 MG/ML Topical Cream [Halog],SBD
206550,halcinonide 1 MG/ML Topical Solution [Halog],SBD
977980,halobetasol propionate 0.0005 MG/MG Topical Ointment [Ultravate],SBD
2166094,halobetasol propionate 0.1 MG/ML / tazarotene 0.45 MG/ML Topical Lotion [Duobrii],SBD
2101715,halobetasol propionate 0.1 MG/ML Topical Lotion [Bryhali],SBD
2106585,halobetasol propionate 0.5 MG/ML Topical Foam [Lexette],SBD
1790329,halobetasol propionate 0.5 MG/ML Topical Lotion [Ultravate],SBD
1926454,hemin 350 MG Injection [Panhematin],SBD
991273,heptanoic acid 15 MG/ML Topical Solution [Artec],SBD
1251893,heptanoic acid 15 MG/ML Topical Solution [Chem-Star Recover],SBD
1423479,heptanoic acid 3 MG/ML / lactic acid 14 MG/ML Topical Solution [Valiant Shield],SBD
669623,hexylresorcinol 1 MG/ML Topical Solution [ST-37],SBD
1039673,hexylresorcinol 2.4 MG Oral Lozenge [Sucrets Original],SBD
1148636,histamine dihydrochloride 0.28 MG/ML / menthol 45.7 MG/ML Topical Cream [ActivOn Arthritis],SBD
1300293,histamine dihydrochloride 1 MG/ML / menthol 30 MG/ML Topical Cream [Alo],SBD
1294641,histrelin acetate 0.00271 MG/HR Drug Implant [Supprelin],SBD
992759,homatropine hydrobromide 50 MG/ML Ophthalmic Solution [Homatropaire],SBD
992671,homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hycodan],SBD
992675,homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Hydromet],SBD
992660,homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet [Hycodan],SBD
2720400,Home Admin influenza A virus A/Norway/31694/2022 (H1N1) antigen 158000000 UNT/ML / influenza A virus A/Perth/722/2024 (H3N2) antigen 158000000 UNT/ML / influenza B virus B/Austria/1359417/2021 antigen 158000000 UNT/ML Nasal Spray [FluMist 2025-2026],SBD
798300,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],SBD
905379,hydralazine hydrochloride 37.5 MG / isosorbide dinitrate 20 MG Oral Tablet [Bidil],SBD
823934,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],SBD
823938,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide],SBD
823986,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [Zestoretic],SBD
823982,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet [Zestoretic],SBD
979466,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet [Hyzaar],SBD
979470,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet [Hyzaar],SBD
847060,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT],SBD
847055,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT],SBD
809854,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic],SBD
809858,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuretic],SBD
749833,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT],SBD
749837,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],SBD
809018,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT],SBD
809026,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT],SBD
809014,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT],SBD
823971,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet [Zestoretic],SBD
979473,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet [Hyzaar],SBD
866498,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG Oral Tablet [Lopressor HCT],SBD
866502,hydrochlorothiazide 25 MG / metoprolol tartrate 50 MG Oral Tablet [Lopressor HCT],SBD
847042,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT],SBD
882559,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic],SBD
208112,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet [Aldactazide],SBD
749841,hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],SBD
208124,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule [Dyazide],SBD
93253,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet [Maxzide],SBD
809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],SBD
809030,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT],SBD
93252,hydrochlorothiazide 50 MG / triamterene 75 MG Oral Tablet [Maxzide],SBD
2704018,hydrochlorothiazide 800 MG Powder for Oral Suspension [Inzirqo],SBD
859317,hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [Ibudone],SBD
858772,hydrocodone bitartrate 2.5 MG / ibuprofen 200 MG Oral Tablet [Reprexain],SBD
